죄종별,항목,2018 년,2019 년,2020 년,2021 년,2022 년
도박(상습),여자검거인원[명],78,19,25,22,29
도박(상습),불상검거인원[명],3,8,1,-,11
도박(상습),법인체[개],-,-,-,-,-
도박개장,발생건수[건],312,462,752,538,568
도박개장,검거건수[건],271,421,658,481,524
도박개장,발생건수 대비 검거건수[%],86.9,91.1,87.5,89.4,92.3
도박개장,검거인원[명],1301,1803,2027,1725,1935
도박개장,남자검거인원[명],887,1225,1578,1351,1546
도박개장,여자검거인원[명],345,491,360,333,359
도박개장,불상검거인원[명],69,87,89,41,30
도박개장,법인체[개],-,1,1,-,2
복표발매(중개·취득),발생건수[건],-,-,1,3,7
복표발매(중개·취득),검거건수[건],-,-,1,3,6
복표발매(중개·취득),발생건수 대비 검거건수[%],-,-,100,100,85.7
복표발매(중개·취득),검거인원[명],-,-,1,4,8
복표발매(중개·취득),남자검거인원[명],-,-,1,4,8
복표발매(중개·취득),여자검거인원[명],-,-,-,-,-
복표발매(중개·취득),불상검거인원[명],-,-,-,-,-
복표발매(중개·취득),법인체[개],-,-,-,1,-
기타도박범죄,발생건수[건],1876,3428,3408,2545,1596
기타도박범죄,검거건수[건],1794,3331,3317,2466,1497
기타도박범죄,발생건수 대비 검거건수[%],95.6,97.2,97.3,96.9,93.8
기타도박범죄,검거인원[명],3685,5147,5046,2416,1767
기타도박범죄,남자검거인원[명],3417,4798,4750,2263,1624
기타도박범죄,여자검거인원[명],171,197,187,118,110
기타도박범죄,불상검거인원[명],97,152,109,35,33
기타도박범죄,법인체[개],-,3,1,-,-
특별경제범죄,발생건수[건],53994,51400,47826,40708,48615
특별경제범죄,검거건수[건],46222,44878,41802,34525,39078
특별경제범죄,발생건수 대비 검거건수[%],85.6,87.3,87.4,84.8,80.4
특별경제범죄,검거인원[명],82135,85013,73944,50953,56115
특별경제범죄,남자검거인원[명],58096,59521,51802,36431,40085
특별경제범죄,여자검거인원[명],18643,21014,17872,11642,12181
특별경제범죄,불상검거인원[명],5396,4478,4270,2880,3849
특별경제범죄,법인체[개],3391,3162,3220,2454,2956
"신용,업무와경매에관한죄",발생건수[건],22904,22323,22218,17151,18186
"신용,업무와경매에관한죄",검거건수[건],22243,21586,21224,16150,16976
"신용,업무와경매에관한죄",발생건수 대비 검거건수[%],97.1,96.7,95.5,94.2,93.3
"신용,업무와경매에관한죄",검거인원[명],29868,31094,30222,22483,22821
"신용,업무와경매에관한죄",남자검거인원[명],24359,24857,23915,17671,18151
"신용,업무와경매에관한죄",여자검거인원[명],4913,5473,5459,4135,4085
"신용,업무와경매에관한죄",불상검거인원[명],596,764,848,677,585
"신용,업무와경매에관한죄",법인체[개],46,53,31,15,14
여신전문금융업법위반,발생건수[건],2345,2167,2057,1880,2267
여신전문금융업법위반,검거건수[건],1412,1294,1126,1051,1081
여신전문금융업법위반,발생건수 대비 검거건수[%],60.2,59.7,54.7,55.9,47.7
여신전문금융업법위반,검거인원[명],2314,2027,1682,1339,1484
여신전문금융업법위반,남자검거인원[명],1463,1308,1033,886,977
여신전문금융업법위반,여자검거인원[명],570,455,344,328,388
여신전문금융업법위반,불상검거인원[명],281,264,305,125,119
여신전문금융업법위반,법인체[개],111,85,44,39,25
대부업의등록및금융이용자보호에관한법률,발생건수[건],1381,1479,1210,672,914
대부업의등록및금융이용자보호에관한법률,검거건수[건],1206,1309,1030,523,657
대부업의등록및금융이용자보호에관한법률,발생건수 대비 검거건수[%],87.3,88.5,85.1,77.8,71.9
대부업의등록및금융이용자보호에관한법률,검거인원[명],2549,2575,2362,1202,1083
대부업의등록및금융이용자보호에관한법률,남자검거인원[명],1893,1943,1607,836,706
대부업의등록및금융이용자보호에관한법률,여자검거인원[명],406,370,425,214,172
대부업의등록및금융이용자보호에관한법률,불상검거인원[명],250,262,330,152,205
대부업의등록및금융이용자보호에관한법률,법인체[개],13,17,25,16,21
유사수신행위의규제에관한법률,발생건수[건],666,977,988,489,864
유사수신행위의규제에관한법률,검거건수[건],519,711,829,379,599
유사수신행위의규제에관한법률,발생건수 대비 검거건수[%],77.9,72.8,83.9,77.5,69.3
유사수신행위의규제에관한법률,검거인원[명],1957,2520,2834,1487,2027
유사수신행위의규제에관한법률,남자검거인원[명],1352,1557,1617,815,1062
유사수신행위의규제에관한법률,여자검거인원[명],565,915,1070,662,925
유사수신행위의규제에관한법률,불상검거인원[명],40,48,147,10,40
유사수신행위의규제에관한법률,법인체[개],65,55,75,34,40
전자금융거래법위반,발생건수[건],7877,8132,6402,7024,9731
전자금융거래법위반,검거건수[건],7720,8151,6301,6637,9245
전자금융거래법위반,발생건수 대비 검거건수[%],98,100.2,98.4,94.5,95
전자금융거래법위반,검거인원[명],24462,25272,15860,9113,10277
전자금융거래법위반,남자검거인원[명],15943,16226,10288,6461,7518
전자금융거래법위반,여자검거인원[명],7891,8588,5252,2586,2668
전자금융거래법위반,불상검거인원[명],628,458,320,66,91
전자금융거래법위반,법인체[개],6,2,13,12,14
부정수표단속법,발생건수[건],1755,1557,825,646,535
부정수표단속법,검거건수[건],1253,991,556,325,278
부정수표단속법,발생건수 대비 검거건수[%],71.4,63.6,67.4,50.3,52
부정수표단속법,검거인원[명],1086,1043,661,376,353
부정수표단속법,남자검거인원[명],895,849,549,299,301
부정수표단속법,여자검거인원[명],164,168,82,65,40
부정수표단속법,불상검거인원[명],27,26,30,12,12
부정수표단속법,법인체[개],27,34,36,9,11
조세범처벌법,발생건수[건],2251,2351,2383,1809,2196
조세범처벌법,검거건수[건],1918,1936,1994,1544,1782
조세범처벌법,발생건수 대비 검거건수[%],85.2,82.3,83.7,85.4,81.1
조세범처벌법,검거인원[명],3674,3760,3780,2598,3191
조세범처벌법,남자검거인원[명],3171,3176,3093,2213,2663
조세범처벌법,여자검거인원[명],487,556,657,371,493
조세범처벌법,불상검거인원[명],16,28,30,14,35
조세범처벌법,법인체[개],1173,1102,1228,849,1045
관세법,발생건수[건],5,5,1,3,5
관세법,검거건수[건],4,3,1,1,3
관세법,발생건수 대비 검거건수[%],80,60,100,33.3,60
관세법,검거인원[명],19,29,4,6,4
관세법,남자검거인원[명],15,3,4,-,4
관세법,여자검거인원[명],4,26,-,-,-
관세법,불상검거인원[명],-,-,-,6,-
관세법,법인체[개],5,-,-,-,-
외국환거래법,발생건수[건],92,116,94,110,295
외국환거래법,검거건수[건],84,103,83,102,268
외국환거래법,발생건수 대비 검거건수[%],91.3,88.8,88.3,92.7,90.8
외국환거래법,검거인원[명],213,287,302,298,407
외국환거래법,남자검거인원[명],141,197,192,205,269
외국환거래법,여자검거인원[명],67,86,104,89,130
외국환거래법,불상검거인원[명],5,4,6,4,8
외국환거래법,법인체[개],1,-,-,10,16
지방세법,발생건수[건],159,167,67,33,39
지방세법,검거건수[건],119,131,50,24,26
지방세법,발생건수 대비 검거건수[%],74.8,78.4,74.6,72.7,66.7
지방세법,검거인원[명],179,209,98,38,53
지방세법,남자검거인원[명],155,173,77,33,48
지방세법,여자검거인원[명],23,33,21,5,5
지방세법,불상검거인원[명],1,3,-,-,-
지방세법,법인체[개],68,79,44,19,25
저작권법,발생건수[건],9624,7489,6434,6216,9507
저작권법,검거건수[건],5131,4415,3896,3545,4726
저작권법,발생건수 대비 검거건수[%],53.3,59,60.6,57,49.7
저작권법,검거인원[명],10566,8757,7654,6601,9263
저작권법,남자검거인원[명],5169,4593,4144,3836,5247
저작권법,여자검거인원[명],1977,1832,1536,1095,1474
저작권법,불상검거인원[명],3420,2332,1974,1670,2542
저작권법,법인체[개],1156,1090,1114,1004,1277
특허법,발생건수[건],176,182,151,80,81
특허법,검거건수[건],137,148,123,57,49
특허법,발생건수 대비 검거건수[%],77.8,81.3,81.5,71.2,60.5
특허법,검거인원[명],280,293,269,118,99
특허법,남자검거인원[명],224,230,194,98,76
특허법,여자검거인원[명],43,38,50,18,19
특허법,불상검거인원[명],13,25,25,2,4
특허법,법인체[개],84,73,70,29,26
상표법,발생건수[건],2485,2709,2253,2301,2216
상표법,검거건수[건],2361,2507,2109,2158,1966
상표법,발생건수 대비 검거건수[%],95,92.5,93.6,93.8,88.7
상표법,검거인원[명],2669,3496,2792,2540,2345
상표법,남자검거인원[명],1569,1931,1560,1230,1185
상표법,여자검거인원[명],1052,1442,1148,1280,1112
상표법,불상검거인원[명],48,123,84,30,48
상표법,법인체[개],163,197,129,78,81
실용신안법,발생건수[건],15,9,14,25,18
실용신안법,검거건수[건],13,6,11,11,6
실용신안법,발생건수 대비 검거건수[%],86.7,66.7,78.6,44,33.3
실용신안법,검거인원[명],17,11,22,25,14
실용신안법,남자검거인원[명],16,9,19,16,10
실용신안법,여자검거인원[명],1,2,3,9,3
실용신안법,불상검거인원[명],-,-,-,-,1
실용신안법,법인체[개],7,6,11,2,4
디자인보호법,발생건수[건],224,272,417,160,140
디자인보호법,검거건수[건],182,241,326,126,97
디자인보호법,발생건수 대비 검거건수[%],81.2,88.6,78.2,78.8,69.3
디자인보호법,검거인원[명],312,338,508,193,141
디자인보호법,남자검거인원[명],226,212,349,133,76
디자인보호법,여자검거인원[명],78,116,153,59,62
디자인보호법,불상검거인원[명],8,10,6,1,3
디자인보호법,법인체[개],134,62,35,26,26
컴퓨터프로그램보호법,발생건수[건],-,-,-,-,-
컴퓨터프로그램보호법,검거건수[건],-,-,-,-,-
컴퓨터프로그램보호법,발생건수 대비 검거건수[%],-,-,-,-,-
컴퓨터프로그램보호법,검거인원[명],-,-,-,-,-
컴퓨터프로그램보호법,남자검거인원[명],-,-,-,-,-
컴퓨터프로그램보호법,여자검거인원[명],-,-,-,-,-
컴퓨터프로그램보호법,불상검거인원[명],-,-,-,-,-
컴퓨터프로그램보호법,법인체[개],-,-,-,-,-
특가법(관세),발생건수[건],7,4,11,5,4
특가법(관세),검거건수[건],5,4,11,4,2
특가법(관세),발생건수 대비 검거건수[%],71.4,100,100,80,50
특가법(관세),검거인원[명],25,19,100,18,3
특가법(관세),남자검거인원[명],17,16,69,16,3
특가법(관세),여자검거인원[명],8,3,31,2,-
특가법(관세),불상검거인원[명],-,-,-,-,-
특가법(관세),법인체[개],1,-,-,-,1
특가법(국고손실),발생건수[건],2,6,-,3,14
특가법(국고손실),검거건수[건],2,6,-,2,5
특가법(국고손실),발생건수 대비 검거건수[%],100,100,-,66.7,35.7
특가법(국고손실),검거인원[명],2,23,-,25,11
특가법(국고손실),남자검거인원[명],2,20,-,5,9
특가법(국고손실),여자검거인원[명],-,2,-,3,2
특가법(국고손실),불상검거인원[명],-,1,-,17,-
특가법(국고손실),법인체[개],-,-,-,-,-
특가법(조세),발생건수[건],286,238,231,193,190
특가법(조세),검거건수[건],227,184,180,151,135
특가법(조세),발생건수 대비 검거건수[%],79.4,77.3,77.9,78.2,71.1
특가법(조세),검거인원[명],652,518,501,311,327
특가법(조세),남자검거인원[명],591,475,443,284,281
특가법(조세),여자검거인원[명],57,42,55,26,35
특가법(조세),불상검거인원[명],4,1,3,1,11
특가법(조세),법인체[개],267,215,203,139,149
특경법(무인가단기금융업),발생건수[건],-,-,-,-,-
특경법(무인가단기금융업),검거건수[건],-,-,-,-,-
특경법(무인가단기금융업),발생건수 대비 검거건수[%],-,-,-,-,-
특경법(무인가단기금융업),검거인원[명],-,-,-,-,-
특경법(무인가단기금융업),남자검거인원[명],-,-,-,-,-
특경법(무인가단기금융업),여자검거인원[명],-,-,-,-,-
특경법(무인가단기금융업),불상검거인원[명],-,-,-,-,-
특경법(무인가단기금융업),법인체[개],-,-,-,-,-
특경법(사금융알선등),발생건수[건],7,16,8,7,13
특경법(사금융알선등),검거건수[건],7,16,8,6,11
특경법(사금융알선등),발생건수 대비 검거건수[%],100,100,100,85.7,84.6
특경법(사금융알선등),검거인원[명],9,26,12,8,26
특경법(사금융알선등),남자검거인원[명],7,21,10,7,25
특경법(사금융알선등),여자검거인원[명],2,5,2,1,1
특경법(사금융알선등),불상검거인원[명],-,-,-,-,-
특경법(사금융알선등),법인체[개],1,-,-,-,-
특경법(재산국외도피),발생건수[건],-,3,2,2,1
특경법(재산국외도피),검거건수[건],-,3,2,2,1
특경법(재산국외도피),발생건수 대비 검거건수[%],-,100,100,100,100
특경법(재산국외도피),검거인원[명],-,21,5,2,1
특경법(재산국외도피),남자검거인원[명],-,17,3,1,1
특경법(재산국외도피),여자검거인원[명],-,4,2,1,-
특경법(재산국외도피),불상검거인원[명],-,-,-,-,-
특경법(재산국외도피),법인체[개],-,-,2,-,-
기타경제범죄,발생건수[건],1733,1198,2060,1899,1399
기타경제범죄,검거건수[건],1679,1133,1942,1727,1165
기타경제범죄,발생건수 대비 검거건수[%],96.9,94.6,94.3,90.9,83.3
기타경제범죄,검거인원[명],1282,2695,4276,2172,2185
기타경제범죄,남자검거인원[명],888,1708,2636,1386,1473
기타경제범죄,여자검거인원[명],335,858,1478,693,567
기타경제범죄,불상검거인원[명],59,129,162,93,145
기타경제범죄,법인체[개],63,92,160,173,181
마약범죄,발생건수[건],6513,8038,9186,8088,10331
마약범죄,검거건수[건],6168,7588,8707,7569,9881
마약범죄,발생건수 대비 검거건수[%],94.7,94.4,94.8,93.6,95.6
마약범죄,검거인원[명],8099,10395,12192,10607,12373
마약범죄,남자검거인원[명],5951,7679,8707,7784,8600
